cust_id,age,gender,marital_status,employment_status,income,number_of_dependants,residence_type,years_at_current_address,city,state,zipcode,loan_id,loan_purpose,loan_type,sanction_amount,loan_amount,processing_fee,gst,net_disbursement,loan_tenure_months,principal_outstanding,bank_balance_at_application,disbursal_date,installment_start_dt,default,number_of_open_accounts,number_of_closed_accounts,total_loan_months,delinquent_months,total_dpd,enquiry_count,credit_utilization_ratio
C29533,46,M,Married,Self-Employed,1011000,4,Mortgage,30,Ahmedabad,Gujarat,380001,L29533,Education,Secured,1738000,1357000,27140.0,244260,1085600,36,721160,439528,2022-07-06,2022-07-09,False,3,2,63,14,84,8,12
C29534,26,M,Married,Self-Employed,2353000,4,Owned,29,Chennai,Tamil Nadu,600001,L29534,Personal,Unsecured,2197000,1578000,31560.0,284040,1262400,9,1136159,620279,2022-07-06,2022-07-29,False,4,2,125,0,0,8,16
C29535,35,M,Single,Self-Employed,514000,0,Owned,18,Delhi,Delhi,110001,L29535,Education,Secured,980000,921000,18420.0,165780,736800,57,305260,227255,2022-07-06,2022-08-02,True,2,0,55,3,9,2,96
C29536,37,F,Married,Salaried,2096000,3,Rented,19,Mumbai,Maharashtra,400001,L29536,Auto,Secured,2774000,2546000,50920.0,458280,2036800,12,1289257,1144672,2022-07-06,2022-08-02,False,4,2,75,0,0,8,50
C29537,68,F,Single,Self-Employed,2780000,0,Owned,3,Pune,Maharashtra,411001,L29537,Personal,Unsecured,2080000,1463000,29260.0,263340,1170400,14,1053359,1188023,2022-07-06,2022-08-03,False,3,2,167,2,17,5,51
C29538,42,F,Married,Self-Employed,2684000,3,Owned,5,Jaipur,Rajasthan,302001,L29538,Home,Secured,8452000,8339000,166780.0,1501020,6671200,43,1342096,1024354,2022-07-06,2022-08-04,False,4,0,85,0,0,8,32
C29539,20,F,Married,Self-Employed,2159000,2,Rented,30,Jaipur,Rajasthan,302001,L29539,Auto,Secured,3586000,3245000,64900.0,584100,2596000,13,845547,927462,2022-07-06,2022-08-01,False,2,2,78,0,0,5,58
C29540,18,M,Married,Salaried,3997000,3,Owned,3,Hyderabad,Telangana,500001,L29540,Home,Secured,18468000,16023000,320460.0,2884140,12818400,24,1729822,1382245,2022-07-06,2022-07-26,False,4,1,180,0,0,4,71
C29541,47,M,Married,Self-Employed,1189000,3,Mortgage,12,Pune,Maharashtra,411001,L29541,Home,Secured,3442000,3218000,64360.0,579240,2574400,42,586033,527017,2022-07-06,2022-07-14,True,1,0,22,10,58,5,62
C29542,64,M,Married,Self-Employed,1644000,2,Rented,23,Pune,Maharashtra,411001,L29542,Home,Secured,4872000,4594000,91880.0,826920,3675200,45,1235106,578130,2022-07-06,2022-08-05,False,4,2,115,5,38,4,42
C29543,37,M,Married,Salaried,293000,2,Owned,13,Mumbai,Maharashtra,400001,L29543,Auto,Secured,386000,374000,7480.0,67320,299200,18,157596,66824,2022-07-06,2022-07-14,False,2,1,48,0,0,4,54
C29544,36,M,Married,Salaried,1896000,4,Owned,10,Lucknow,Uttar Pradesh,226001,L29544,Home,Secured,7272000,6340000,126800.0,1141200,5072000,32,1067879,749522,2022-07-06,2022-08-03,False,3,2,80,6,45,4,52
C29545,44,M,Single,Self-Employed,5860000,1,Owned,12,Chennai,Tamil Nadu,600001,L29545,Personal,Unsecured,5000000,4783000,95660.0,860940,3826400,8,2959245,1260357,2022-07-07,2022-07-22,False,4,0,93,10,42,8,85
C29546,32,F,Single,Salaried,1942000,1,Rented,3,Delhi,Delhi,110001,L29546,Home,Secured,7198000,6734000,134680.0,1212120,5387200,45,890159,1075496,2022-07-07,2022-07-08,False,1,1,52,7,42,4,32
C29547,18,M,Married,Salaried,1753000,4,Rented,20,Lucknow,Uttar Pradesh,226001,L29547,Auto,Secured,2762000,2698000,53960.0,485640,2158400,27,909164,550865,2022-07-07,2022-08-03,False,1,2,30,0,0,5,95
C29548,50,M,Married,Salaried,2028000,3,Owned,10,Jaipur,Rajasthan,302001,L29548,Auto,Secured,2075000,2007000,40140.0,361260,1605600,31,1189849,1031036,2022-07-07,2022-07-31,False,2,2,29,1,9,4,80
C29549,33,M,Married,Self-Employed,1700000,2,Owned,17,Bangalore,Karnataka,560001,L29549,Personal,Unsecured,1490000,1117000,22340.0,201060,893600,16,804239,883426,2022-07-07,2022-07-08,True,1,0,7,7,48,5,77
C29550,50,M,Single,Salaried,2406000,1,Owned,28,Chennai,Tamil Nadu,600001,L29550,Home,Secured,7846000,5731000,114620.0,1031580,4584800,34,1706558,1054816,2022-07-07,2022-07-09,False,1,2,60,9,45,1,3
C29551,32,M,Married,Self-Employed,3966000,3,Owned,11,Mumbai,Maharashtra,400001,L29551,Auto,Secured,5065000,3982000,79640.0,716760,3185600,31,1871180,1981124,2022-07-07,2022-07-17,False,4,2,110,0,0,8,88
C29552,41,M,Single,Self-Employed,2276000,0,Owned,28,Kolkata,West Bengal,700001,L29552,Home,Secured,7596000,6752000,135040.0,1215360,5401600,29,1217229,755575,2022-07-07,2022-07-31,False,2,2,81,0,0,5,34
C29553,48,M,Married,Self-Employed,1232000,4,Mortgage,22,Mumbai,Maharashtra,400001,L29553,Personal,Unsecured,978000,876000,17520.0,157680,700800,13,630719,350677,2022-07-07,2022-07-22,False,3,1,113,10,52,6,89
C29554,50,F,Married,Self-Employed,2385000,2,Owned,30,Delhi,Delhi,110001,L29554,Home,Secured,7482000,5494000,109880.0,988920,4395200,32,1624906,704089,2022-07-07,2022-07-23,False,1,0,47,11,73,6,75
C29555,42,M,Married,Salaried,763000,3,Rented,22,Hyderabad,Telangana,500001,L29555,Personal,Unsecured,631000,509000,10180.0,91620,407200,9,354801,343917,2022-07-07,2022-07-24,False,2,0,40,0,0,2,52
C29556,41,F,Single,Salaried,664000,2,Rented,2,Delhi,Delhi,110001,L29556,Home,Secured,2074000,2058000,41160.0,370440,1646400,38,460044,217094,2022-07-07,2022-07-09,False,4,2,96,8,34,8,4
C29557,46,M,Married,Self-Employed,9468000,3,Owned,29,Hyderabad,Telangana,500001,L29557,Education,Secured,15862000,13334000,266680.0,2400120,10667200,25,5000000,2974962,2022-07-07,2022-07-23,False,2,2,82,2,11,2,25
C29558,44,M,Single,Self-Employed,780000,0,Owned,5,Jaipur,Rajasthan,302001,L29558,Auto,Secured,1018000,957000,19140.0,172260,765600,34,487640,369474,2022-07-07,2022-08-04,False,2,0,41,20,114,2,19
C29559,27,F,Single,Self-Employed,721000,0,Rented,18,Jaipur,Rajasthan,302001,L29559,Home,Secured,2560000,2442000,48840.0,439560,1953600,25,300052,194045,2022-07-07,2022-07-09,False,1,1,25,1,2,4,43
C29560,27,M,Single,Salaried,240000,1,Owned,2,Chennai,Tamil Nadu,600001,L29560,Auto,Secured,384000,354000,7080.0,63720,283200,23,131049,90658,2022-07-07,2022-07-08,False,3,1,29,12,64,8,51
C29561,18,M,Single,Salaried,394000,1,Rented,4,Chennai,Tamil Nadu,600001,L29561,Personal,Unsecured,447000,423000,8460.0,76140,338400,17,196936,233436,2022-07-07,2022-07-11,False,3,0,102,8,47,8,39
C29562,47,M,Single,Self-Employed,2562000,0,Mortgage,16,Lucknow,Uttar Pradesh,226001,L29562,Home,Secured,7236000,6716000,134320.0,1208880,5372800,41,1549659,947104,2022-07-07,2022-07-28,False,3,0,74,16,87,3,59
C29563,36,M,Married,Salaried,749000,2,Owned,4,Lucknow,Uttar Pradesh,226001,L29563,Personal,Unsecured,631000,570000,11400.0,102600,456000,11,356463,263167,2022-07-07,2022-07-17,False,2,2,39,6,38,6,73
C29564,48,M,Married,Self-Employed,1351000,3,Owned,8,Lucknow,Uttar Pradesh,226001,L29564,Auto,Secured,1516000,1138000,22760.0,204840,910400,24,819359,413085,2022-07-07,2022-07-28,False,3,0,89,0,0,6,68
C29565,44,F,Married,Salaried,3971000,3,Owned,31,Hyderabad,Telangana,500001,L29565,Home,Secured,12956000,9130000,182600.0,1643400,7304000,29,2708360,754785,2022-07-07,2022-07-20,False,2,0,87,6,23,7,90
C29566,29,M,Single,Salaried,1606000,2,Owned,20,Mumbai,Maharashtra,400001,L29566,Auto,Secured,2122000,1768000,35360.0,318240,1414400,31,999961,989062,2022-07-07,2022-07-24,False,2,2,48,0,0,6,38
C29567,38,M,Married,Self-Employed,1993000,2,Owned,26,Mumbai,Maharashtra,400001,L29567,Education,Secured,3202000,2564000,51280.0,461520,2051200,39,1095411,924418,2022-07-07,2022-08-02,False,4,1,124,4,29,6,64
C29568,35,F,Single,Self-Employed,154000,1,Owned,26,Chennai,Tamil Nadu,600001,L29568,Home,Secured,592000,488000,9760.0,87840,390400,43,79171,47662,2022-07-07,2022-07-31,False,1,2,12,1,5,2,50
C29569,33,M,Married,Self-Employed,8439000,5,Owned,30,Kolkata,West Bengal,700001,L29569,Auto,Secured,10000000,8078000,161560.0,1454040,6462400,13,4945553,2796458,2022-07-07,2022-07-25,False,1,2,58,0,0,6,44
C29570,49,F,Single,Self-Employed,508000,0,Owned,13,Lucknow,Uttar Pradesh,226001,L29570,Home,Secured,1425000,1180000,23600.0,212400,944000,33,332536,254092,2022-07-07,2022-07-28,False,3,2,64,0,0,6,96
C29571,65,F,Married,Salaried,3635000,3,Owned,14,Hyderabad,Telangana,500001,L29571,Education,Secured,5432000,5398000,107960.0,971640,4318400,53,2320491,866374,2022-07-07,2022-07-28,False,3,1,82,18,113,4,6
C29572,51,F,Married,Self-Employed,1181000,3,Rented,29,Ahmedabad,Gujarat,380001,L29572,Personal,Unsecured,934000,728000,14560.0,131040,582400,8,524159,317005,2022-07-08,2022-07-23,False,1,1,23,11,68,1,21
C29573,39,M,Married,Self-Employed,3720000,3,Owned,18,Delhi,Delhi,110001,L29573,Education,Secured,5790000,4195000,83900.0,755100,3356000,50,2051609,1814630,2022-07-08,2022-08-01,False,2,1,57,0,0,5,12
C29574,52,M,Single,Self-Employed,1457000,2,Owned,26,Bangalore,Karnataka,560001,L29574,Personal,Unsecured,1019000,868000,17360.0,156240,694400,9,624959,522984,2022-07-08,2022-07-14,False,3,2,106,4,27,5,29
C29575,57,M,Married,Self-Employed,1997000,4,Owned,24,Bangalore,Karnataka,560001,L29575,Personal,Unsecured,1338000,1211000,24220.0,217980,968800,20,871919,753514,2022-07-08,2022-08-03,False,3,1,72,0,0,6,30
C29576,26,F,Single,Self-Employed,3207000,0,Rented,30,Kolkata,West Bengal,700001,L29576,Education,Secured,5821000,4703000,94060.0,846540,3762400,42,1838339,846120,2022-07-08,2022-07-13,False,3,0,122,0,0,5,79
C29577,52,M,Married,Self-Employed,2074000,3,Owned,6,Chennai,Tamil Nadu,600001,L29577,Personal,Unsecured,1379000,1360000,27200.0,244800,1088000,13,979199,1196390,2022-07-08,2022-08-05,False,3,0,89,3,17,3,8
C29578,47,M,Married,Salaried,129000,4,Mortgage,23,Delhi,Delhi,110001,L29578,Personal,Unsecured,100000,79000,1580.0,14220,63200,7,56879,33410,2022-07-08,2022-08-05,False,2,2,47,0,0,7,16
C29579,51,F,Single,Self-Employed,3741000,0,Owned,1,Chennai,Tamil Nadu,600001,L29579,Education,Secured,5943000,4720000,94400.0,849600,3776000,41,3000893,1066225,2022-07-08,2022-07-25,False,3,2,59,8,54,6,26
C29580,48,F,Single,Self-Employed,790000,1,Mortgage,15,Jaipur,Rajasthan,302001,L29580,Home,Secured,2514000,1902000,38040.0,342360,1521600,28,504979,189720,2022-07-08,2022-07-17,False,2,1,73,10,61,2,36
C29581,37,M,Married,Salaried,1508000,3,Rented,4,Ahmedabad,Gujarat,380001,L29581,Personal,Unsecured,1245000,1044000,20880.0,187920,835200,16,751679,493623,2022-07-08,2022-08-01,False,1,2,10,0,0,3,23
C29582,60,M,Married,Self-Employed,7292000,3,Owned,2,Lucknow,Uttar Pradesh,226001,L29582,Home,Secured,19717000,14328000,286560.0,2579040,11462400,25,4612965,2892221,2022-07-08,2022-07-10,False,2,2,72,1,7,6,88
C29583,43,M,Single,Self-Employed,1088000,0,Owned,9,Ahmedabad,Gujarat,380001,L29583,Education,Secured,1771000,1388000,27760.0,249840,1110400,33,617589,315183,2022-07-08,2022-07-20,False,3,0,109,0,0,3,18
C29584,35,M,Married,Salaried,811000,3,Owned,23,Mumbai,Maharashtra,400001,L29584,Personal,Unsecured,739000,519000,10380.0,93420,415200,12,373679,343188,2022-07-08,2022-08-03,False,3,1,67,0,0,7,33
C29585,45,F,Single,Salaried,2914000,1,Rented,25,Ahmedabad,Gujarat,380001,L29585,Auto,Secured,3683000,2604000,52080.0,468720,2083200,26,1874879,1439504,2022-07-08,2022-07-26,False,1,1,3,1,3,5,51
C29586,49,M,Married,Self-Employed,1017000,4,Owned,23,Pune,Maharashtra,411001,L29586,Home,Secured,3230000,2428000,48560.0,437040,1942400,45,526267,278964,2022-07-08,2022-07-15,False,2,1,105,3,16,3,88
C29587,40,F,Single,Salaried,949000,0,Mortgage,2,Chennai,Tamil Nadu,600001,L29587,Home,Secured,2978000,2524000,50480.0,454320,2019200,29,464794,495259,2022-07-08,2022-07-29,True,2,2,74,2,15,7,97
C29588,43,M,Single,Self-Employed,3087000,1,Owned,14,Jaipur,Rajasthan,302001,L29588,Personal,Unsecured,2631000,2435000,48700.0,438300,1948000,7,1753199,1252209,2022-07-08,2022-07-27,False,4,2,111,13,52,5,10
C29589,40,M,Married,Self-Employed,4011000,4,Rented,20,Ahmedabad,Gujarat,380001,L29589,Personal,Unsecured,3703000,3565000,71300.0,641700,2852000,10,2012278,1787192,2022-07-08,2022-07-24,False,1,2,35,0,0,3,20
C29590,33,M,Married,Salaried,236000,3,Owned,28,Bangalore,Karnataka,560001,L29590,Personal,Unsecured,219000,213000,4260.0,38340,170400,12,134061,44978,2022-07-08,2022-07-30,True,1,1,26,20,82,2,91
C29591,31,M,Married,Self-Employed,2471000,3,Mortgage,7,Jaipur,Rajasthan,302001,L29591,Home,Secured,9529000,7453000,149060.0,1341540,5962400,44,1152507,963644,2022-07-08,2022-07-10,False,3,2,121,2,9,5,66
C29592,25,M,Single,Self-Employed,4889000,0,Owned,25,Mumbai,Maharashtra,400001,L29592,Education,Secured,10531000,10232000,204640.0,1841760,8185600,41,2708834,1838348,2022-07-08,2022-08-07,False,2,0,61,0,0,5,11
C29593,55,M,Single,Salaried,1637000,0,Mortgage,10,Hyderabad,Telangana,500001,L29593,Auto,Secured,1597000,1500000,30000.0,270000,1200000,30,1070640,558082,2022-07-08,2022-07-09,False,1,1,60,0,0,4,38
C29594,37,F,Married,Salaried,512000,3,Owned,24,Mumbai,Maharashtra,400001,L29594,Home,Secured,1636000,1207000,24140.0,217260,965600,36,351370,176500,2022-07-08,2022-07-31,False,3,2,115,12,65,4,97
C29595,18,M,Single,Self-Employed,1243000,0,Owned,23,Mumbai,Maharashtra,400001,L29595,Personal,Unsecured,1213000,1004000,20080.0,180720,803200,18,625924,463281,2022-07-08,2022-08-01,False,4,1,120,0,0,4,15
C29596,43,M,Single,Salaried,933000,0,Mortgage,29,Ahmedabad,Gujarat,380001,L29596,Home,Secured,3109000,2856000,57120.0,514080,2284800,24,649166,288085,2022-07-08,2022-07-30,False,4,0,103,6,31,7,5
C29597,43,M,Married,Self-Employed,349000,2,Owned,30,Kolkata,West Bengal,700001,L29597,Personal,Unsecured,261000,198000,3960.0,35640,158400,9,142559,111099,2022-07-08,2022-07-20,False,4,0,166,0,0,6,58
C29598,21,F,Single,Salaried,407000,0,Owned,3,Jaipur,Rajasthan,302001,L29598,Education,Secured,885000,775000,15500.0,139500,620000,41,165417,140165,2022-07-08,2022-07-28,False,2,2,72,6,28,5,8
C29599,31,M,Single,Salaried,522000,0,Mortgage,5,Bangalore,Karnataka,560001,L29599,Personal,Unsecured,535000,526000,10520.0,94680,420800,8,293024,203864,2022-07-09,2022-07-31,False,2,0,39,0,0,3,24
C29600,31,M,Single,Salaried,1655000,1,Owned,11,Jaipur,Rajasthan,302001,L29600,Home,Secured,5655000,5366000,107320.0,965880,4292800,32,919362,577150,2022-07-09,2022-07-19,False,3,2,120,3,8,3,6
C29601,32,M,Single,Salaried,1766000,0,Mortgage,23,Bangalore,Karnataka,560001,L29601,Personal,Unsecured,1797000,1682000,33640.0,302760,1345600,8,1173522,757284,2022-07-09,2022-07-22,False,4,2,168,0,0,5,93
C29602,52,M,Married,Self-Employed,2096000,5,Owned,8,Mumbai,Maharashtra,400001,L29602,Personal,Unsecured,1562000,1303000,26060.0,234540,1042400,15,938159,521137,2022-07-09,2022-07-22,False,4,0,151,16,98,9,35
C29603,38,M,Married,Salaried,3756000,3,Owned,28,Delhi,Delhi,110001,L29603,Personal,Unsecured,3407000,3230000,64600.0,581400,2584000,8,2122872,1127261,2022-07-09,2022-07-24,False,4,2,110,9,43,9,43
C29604,35,F,Married,Salaried,729000,2,Mortgage,6,Chennai,Tamil Nadu,600001,L29604,Auto,Secured,1059000,1004000,20080.0,180720,803200,32,414311,357284,2022-07-09,2022-08-01,False,4,2,159,10,56,4,18
C29605,51,M,Married,Self-Employed,2330000,2,Owned,3,Hyderabad,Telangana,500001,L29605,Home,Secured,6433000,5149000,102980.0,926820,4119200,24,1387785,826555,2022-07-09,2022-08-04,False,4,2,115,9,51,8,73
C29606,44,M,Married,Salaried,3284000,2,Mortgage,7,Mumbai,Maharashtra,400001,L29606,Auto,Secured,3887000,3761000,75220.0,676980,3008800,28,1876593,768010,2022-07-09,2022-07-29,False,1,0,13,0,0,1,18
C29607,22,F,Single,Self-Employed,3142000,1,Owned,24,Pune,Maharashtra,411001,L29607,Personal,Unsecured,3068000,2333000,46660.0,419940,1866400,16,1346651,1362525,2022-07-09,2022-07-17,False,4,2,157,9,54,7,92
C29608,33,M,Married,Salaried,577000,3,Owned,22,Hyderabad,Telangana,500001,L29608,Education,Secured,1100000,815000,16300.0,146700,652000,35,308651,203875,2022-07-09,2022-08-08,False,3,1,143,2,6,8,97
C29609,43,M,Married,Salaried,8183000,2,Owned,15,Kolkata,West Bengal,700001,L29609,Education,Secured,14412000,12697000,253940.0,2285460,10157600,21,4028535,1517858,2022-07-09,2022-07-16,False,2,2,29,3,21,4,46
C29610,30,M,Married,Salaried,475000,3,Mortgage,29,Chennai,Tamil Nadu,600001,L29610,Education,Secured,856000,801000,16020.0,144180,640800,36,267814,137292,2022-07-09,2022-07-18,False,4,2,94,0,0,6,5
C29611,60,F,Married,Self-Employed,1258000,3,Mortgage,16,Chennai,Tamil Nadu,600001,L29611,Personal,Unsecured,825000,745000,14900.0,134100,596000,9,536399,468608,2022-07-09,2022-07-15,False,3,0,117,2,6,4,93
C29612,41,F,Married,Salaried,1799000,3,Rented,2,Delhi,Delhi,110001,L29612,Personal,Unsecured,1452000,1401000,28020.0,252180,1120800,21,906994,933015,2022-07-09,2022-07-27,True,3,0,110,0,0,5,89
C29613,32,F,Single,Salaried,501000,1,Owned,16,Jaipur,Rajasthan,302001,L29613,Auto,Secured,646000,577000,11540.0,103860,461600,24,279779,148628,2022-07-09,2022-07-26,False,4,0,171,12,66,8,15
C29614,28,M,Married,Self-Employed,1277000,3,Owned,30,Ahmedabad,Gujarat,380001,L29614,Personal,Unsecured,1210000,1028000,20560.0,185040,822400,18,532756,380748,2022-07-09,2022-07-13,False,3,1,89,14,78,7,45
C29615,49,M,Single,Salaried,775000,0,Owned,21,Hyderabad,Telangana,500001,L29615,Home,Secured,2333000,2200000,44000.0,396000,1760000,37,475617,324635,2022-07-09,2022-07-22,False,2,0,63,1,8,2,1
C29616,33,F,Single,Salaried,3824000,0,Mortgage,24,Pune,Maharashtra,411001,L29616,Home,Secured,12935000,9437000,188740.0,1698660,7549600,38,1950040,965310,2022-07-09,2022-07-23,False,1,0,2,2,13,1,10
C29617,43,M,Single,Salaried,3126000,0,Owned,10,Bangalore,Karnataka,560001,L29617,Personal,Unsecured,2362000,2090000,41800.0,376200,1672000,9,1504799,1196364,2022-07-09,2022-07-28,False,1,2,6,5,32,2,20
C29618,28,F,Single,Salaried,939000,0,Owned,23,Delhi,Delhi,110001,L29618,Personal,Unsecured,934000,869000,17380.0,156420,695200,10,433817,532899,2022-07-09,2022-07-20,False,1,0,1,1,3,1,15
C29619,40,F,Single,Self-Employed,3609000,0,Mortgage,15,Jaipur,Rajasthan,302001,L29619,Education,Secured,5560000,5017000,100340.0,903060,4013600,38,2323782,1580300,2022-07-09,2022-07-24,False,4,1,70,0,0,4,16
C29620,33,M,Married,Self-Employed,107000,3,Owned,9,Pune,Maharashtra,411001,L29620,Auto,Secured,147000,123000,2460.0,22140,98400,34,64562,41609,2022-07-09,2022-07-24,False,3,1,71,0,0,7,39
C29621,36,F,Married,Self-Employed,1424000,4,Owned,14,Chennai,Tamil Nadu,600001,L29621,Auto,Secured,1913000,1801000,36020.0,324180,1440800,30,880403,505346,2022-07-09,2022-07-16,False,1,2,57,0,0,4,85
C29622,32,M,Single,Salaried,3695000,1,Mortgage,27,Pune,Maharashtra,411001,L29622,Home,Secured,14576000,13986000,279720.0,2517480,11188800,29,2223198,1143393,2022-07-09,2022-07-13,True,2,1,44,11,68,7,99
C29623,50,F,Married,Self-Employed,2439000,2,Mortgage,23,Delhi,Delhi,110001,L29623,Personal,Unsecured,1733000,1261000,25220.0,226980,1008800,8,907919,815310,2022-07-09,2022-08-01,False,4,2,74,10,44,6,3
C29624,35,M,Married,Salaried,3131000,3,Owned,14,Ahmedabad,Gujarat,380001,L29624,Personal,Unsecured,2668000,2583000,51660.0,464940,2066400,9,1486057,909960,2022-07-09,2022-07-12,False,3,1,96,0,0,5,96
C29625,38,F,Single,Salaried,316000,0,Owned,19,Hyderabad,Telangana,500001,L29625,Auto,Secured,421000,349000,6980.0,62820,279200,20,201583,79952,2022-07-09,2022-08-05,False,2,0,69,0,0,4,44
C29626,39,M,Single,Salaried,3133000,1,Owned,2,Ahmedabad,Gujarat,380001,L29626,Home,Secured,11442000,10041000,200820.0,1807380,8032800,30,1380606,766881,2022-07-09,2022-07-22,False,2,0,80,0,0,5,79
C29627,56,M,Single,Self-Employed,3114000,1,Owned,19,Pune,Maharashtra,411001,L29627,Home,Secured,9100000,6902000,138040.0,1242360,5521600,24,2077399,1144182,2022-07-10,2022-07-28,False,2,0,14,0,0,7,67
C29628,48,M,Single,Self-Employed,2926000,1,Mortgage,31,Kolkata,West Bengal,700001,L29628,Home,Secured,9318000,7271000,145420.0,1308780,5816800,46,1597217,1346944,2022-07-10,2022-08-09,False,1,2,18,9,65,1,50
C29629,47,M,Married,Self-Employed,2984000,2,Mortgage,7,Lucknow,Uttar Pradesh,226001,L29629,Auto,Secured,3292000,2754000,55080.0,495720,2203200,24,1982879,804600,2022-07-10,2022-07-21,False,3,1,67,1,2,7,23
C29630,24,F,Single,Self-Employed,600000,0,Owned,13,Kolkata,West Bengal,700001,L29630,Auto,Secured,827000,590000,11800.0,106200,472000,23,271811,150793,2022-07-10,2022-07-24,False,3,2,70,0,0,7,91
C29631,33,M,Single,Self-Employed,4137000,0,Owned,9,Ahmedabad,Gujarat,380001,L29631,Home,Secured,15903000,11923000,238460.0,2146140,9538400,26,2322669,1374157,2022-07-10,2022-07-18,False,1,1,31,9,35,2,86
C29632,51,F,Married,Self-Employed,2604000,5,Mortgage,13,Hyderabad,Telangana,500001,L29632,Auto,Secured,2865000,2143000,42860.0,385740,1714400,29,1364210,1041425,2022-07-10,2022-08-08,False,2,2,35,0,0,5,83
C29633,28,F,Married,Salaried,289000,5,Rented,12,Jaipur,Rajasthan,302001,L29633,Personal,Unsecured,281000,219000,4380.0,39420,175200,20,157679,116235,2022-07-10,2022-08-04,False,3,2,129,0,0,7,83
C29634,40,M,Single,Self-Employed,1159000,0,Mortgage,4,Pune,Maharashtra,411001,L29634,Education,Secured,2071000,2038000,40760.0,366840,1630400,17,611887,433526,2022-07-10,2022-08-03,False,4,0,77,0,0,4,47
C29635,29,M,Married,Salaried,11145000,3,Owned,28,Jaipur,Rajasthan,302001,L29635,Education,Secured,20000000,15123000,302460.0,2722140,12098400,22,5000000,5336857,2022-07-10,2022-07-29,False,2,1,93,3,20,7,65
C29636,30,F,Single,Salaried,506000,1,Rented,14,Kolkata,West Bengal,700001,L29636,Home,Secured,1900000,1615000,32300.0,290700,1292000,45,244855,88225,2022-07-10,2022-07-26,False,2,1,64,9,53,2,42
C29637,56,M,Married,Self-Employed,1392000,2,Owned,12,Mumbai,Maharashtra,400001,L29637,Auto,Secured,1433000,1100000,22000.0,198000,880000,22,791999,546994,2022-07-10,2022-08-01,False,2,2,61,0,0,7,80
C29638,47,M,Married,Self-Employed,6301000,4,Owned,15,Jaipur,Rajasthan,302001,L29638,Personal,Unsecured,4723000,3377000,67540.0,607860,2701600,11,2431439,1874240,2022-07-10,2022-08-01,False,2,2,87,11,64,7,75
C29639,49,F,Married,Salaried,329000,3,Mortgage,19,Lucknow,Uttar Pradesh,226001,L29639,Personal,Unsecured,250000,175000,3500.0,31500,140000,14,125999,167343,2022-07-10,2022-07-29,False,4,2,166,1,1,4,71
C29640,47,F,Married,Self-Employed,295000,3,Mortgage,27,Mumbai,Maharashtra,400001,L29640,Home,Secured,884000,681000,13620.0,122580,544800,31,168952,62988,2022-07-10,2022-07-25,False,4,0,121,9,49,9,81
C29641,38,F,Married,Self-Employed,1599000,4,Rented,15,Bangalore,Karnataka,560001,L29641,Auto,Secured,1934000,1637000,32740.0,294660,1309600,28,1009052,593408,2022-07-10,2022-07-18,False,2,0,31,0,0,6,63
C29642,33,F,Single,Self-Employed,170000,0,Mortgage,29,Kolkata,West Bengal,700001,L29642,Auto,Secured,256000,197000,3940.0,35460,157600,28,91030,88576,2022-07-10,2022-08-03,False,2,1,65,12,61,4,72
C29643,35,F,Single,Self-Employed,1470000,0,Owned,8,Lucknow,Uttar Pradesh,226001,L29643,Auto,Secured,2042000,1614000,32280.0,290520,1291200,22,620620,327904,2022-07-10,2022-08-01,False,2,0,65,14,93,6,20
C29644,38,F,Married,Salaried,581000,3,Mortgage,14,Ahmedabad,Gujarat,380001,L29644,Education,Secured,1086000,1075000,21500.0,193500,860000,23,312647,140393,2022-07-10,2022-07-20,False,2,2,35,0,0,7,46
C29645,57,M,Married,Self-Employed,3191000,4,Owned,5,Hyderabad,Telangana,500001,L29645,Personal,Unsecured,2394000,2022000,40440.0,363960,1617600,18,1455839,873527,2022-07-10,2022-07-14,False,4,2,92,2,13,6,71
C29646,26,F,Married,Self-Employed,2861000,3,Owned,3,Bangalore,Karnataka,560001,L29646,Education,Secured,6004000,5433000,108660.0,977940,4346400,54,1302859,1043033,2022-07-10,2022-07-25,False,4,0,152,11,64,4,68
C29647,34,M,Married,Salaried,585000,3,Mortgage,27,Mumbai,Maharashtra,400001,L29647,Home,Secured,2178000,2172000,43440.0,390960,1737600,45,298176,144733,2022-07-10,2022-07-23,False,2,2,76,0,0,4,18
C29648,30,F,Married,Salaried,4356000,2,Mortgage,29,Lucknow,Uttar Pradesh,226001,L29648,Home,Secured,15597000,11689000,233780.0,2104020,9351200,29,2014096,1298589,2022-07-10,2022-08-09,False,2,0,36,0,0,6,27
C29649,50,M,Single,Self-Employed,3915000,0,Owned,27,Mumbai,Maharashtra,400001,L29649,Personal,Unsecured,3061000,2955000,59100.0,531900,2364000,20,2127599,1101786,2022-07-10,2022-07-16,False,3,1,89,1,1,3,45
C29650,58,M,Single,Salaried,2381000,0,Owned,21,Jaipur,Rajasthan,302001,L29650,Personal,Unsecured,1552000,1520000,30400.0,273600,1216000,19,1094399,1186813,2022-07-10,2022-08-09,False,1,0,25,7,43,1,18
C29651,43,M,Married,Self-Employed,11370000,3,Owned,22,Kolkata,West Bengal,700001,L29651,Auto,Secured,10000000,8670000,173400.0,1560600,6936000,18,5000000,3036451,2022-07-10,2022-08-02,False,4,1,168,5,31,8,63
